merchant_id,txns,amount,failed_rate,disputed_txns,category,in_master,chargebacks,disputed_amount,fraud_chargebacks,critical_high,distinct_disputing_users,merchant_name,merchant_status,settlement_account_type,id_record_count,chargeback_to_txn_ratio,risk_score,risk_signals,risk_tier
MCH7940,1,20826.61,0.0,0,Hotels & Lodging,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH7941,3,28414.44,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH7942,1,20949.33,0.0,0,Hotels & Lodging,True,0.0,0.0,0.0,0.0,0.0,Parmar-Oza,ACTIVE,MISSING,1.0,0.0,5,missing_settlement_account,LOW
MCH7946,3,51251.96,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH7949,1,8151.0,0.0,0,Pharmacy,True,0.0,0.0,0.0,0.0,0.0,Vohra-Chaudhary,ACTIVE,MISSING,1.0,0.0,5,missing_settlement_account,LOW
MCH7950,4,57804.68,0.25,0,Transportation,True,0.0,0.0,0.0,0.0,0.0,Om-Andra,ACTIVE,MISSING,1.0,0.0,5,missing_settlement_account,LOW
MCH7952,3,58359.02,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH7957,1,20576.37,0.0,0,Grocery,True,0.0,0.0,0.0,0.0,0.0,Keer-Khalsa,ACTIVE,MISSING,2.0,0.0,5,missing_settlement_account,LOW
MCH7958,3,50585.21,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH7961,1,12258.0,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH7963,2,28841.52,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH7964,2,35392.2,0.0,0,Hotels & Lodging,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH7968,1,11589.95,0.0,0,Restaurants,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH7969,2,17642.28,0.0,0,Grocery,True,0.0,0.0,0.0,0.0,0.0,"Karan,baland Khurana",ACTIVE,MISSING,1.0,0.0,5,missing_settlement_account,LOW
MCH7970,2,22494.78,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH7971,1,15949.18,0.0,0,Hotels & Lodging,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH7975,3,51754.53,0.3333333333333333,0,Hotels & Lodging,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH7976,1,4939.0,0.0,0,Pharmacy,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH7984,3,40087.87,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH7988,2,22746.28,0.5,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH7990,3,32627.91,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH7995,2,37174.89,0.0,0,Pharmacy,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH7998,4,21934.21,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH7999,1,20479.49,0.0,0,Hotels & Lodging,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8005,1,13330.39,0.0,0,Pharmacy,True,0.0,0.0,0.0,0.0,0.0,"Kumar, Ahluwalia and Thaman",ACTIVE,MISSING,1.0,0.0,5,missing_settlement_account,LOW
MCH8008,3,44961.86,0.3333333333333333,0,Pharmacy,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8009,2,46551.899999999994,0.0,0,Hotels & Lodging,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8011,1,21203.89,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8012,3,40599.409999999996,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8014,3,44936.18,0.0,0,Pharmacy,True,0.0,0.0,0.0,0.0,0.0,Mukherjee Inc,ACTIVE,MISSING,1.0,0.0,5,missing_settlement_account,LOW
MCH8015,1,6559.73,0.0,0,Pharmacy,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8016,1,7887.81,0.0,0,Hotels & Lodging,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8017,2,33986.12,0.5,0,Pharmacy,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8019,1,21652.94,0.0,0,Pharmacy,True,0.0,0.0,0.0,0.0,0.0,Chaudhry-Naidu,ACTIVE,MISSING,1.0,0.0,5,missing_settlement_account,LOW
MCH8020,3,23306.33,0.3333333333333333,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8022,2,10467.18,0.5,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8026,2,21559.85,0.0,0,Pharmacy,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8030,1,3971.82,0.0,0,Transportation,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8032,4,18970.6,0.0,0,Hotels & Lodging,True,0.0,0.0,0.0,0.0,0.0,Roy-Ramesh,ACTIVE,MISSING,1.0,0.0,5,missing_settlement_account,LOW
MCH8034,3,67115.2,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8036,2,22422.23,0.0,0,Grocery,True,0.0,0.0,0.0,0.0,0.0,"Sarma, Madan and Pandey",ACTIVE,MISSING,1.0,0.0,5,missing_settlement_account,LOW
MCH8039,3,45971.33,0.0,0,Grocery,True,0.0,0.0,0.0,0.0,0.0,"Kibe,brahmbhattand Jaggi",ACTIVE,MISSING,1.0,0.0,5,missing_settlement_account,LOW
MCH8040,1,7115.75,0.0,0,Pharmacy,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8041,2,30258.22,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8042,1,23358.26,1.0,0,Restaurants,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8043,2,14317.480000000001,0.0,0,Hotels & Lodging,True,0.0,0.0,0.0,0.0,0.0,Lalla Group,ACTIVE,MISSING,1.0,0.0,5,missing_settlement_account,LOW
MCH8047,5,77005.3,0.6,0,Transportation,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8049,2,16683.52,0.5,0,Grocery,True,0.0,0.0,0.0,0.0,0.0,Balan-Shah,ACTIVE,MISSING,1.0,0.0,5,missing_settlement_account,LOW
MCH8052,3,49209.71,0.0,0,Grocery,True,0.0,0.0,0.0,0.0,0.0,Mangat-Ganesh,ACTIVE,MISSING,1.0,0.0,5,missing_settlement_account,LOW
MCH8058,2,30375.52,0.0,0,Pharmacy,True,0.0,0.0,0.0,0.0,0.0,"Tripathi, Bhagat and Kala",ACTIVE,MISSING,3.0,0.0,5,missing_settlement_account,LOW
MCH8062,5,67947.39,0.0,0,Misc Retail,True,0.0,0.0,0.0,0.0,0.0,Randhawa-Kata,ACTIVE,MISSING,1.0,0.0,5,missing_settlement_account,LOW
MCH8063,4,70208.15,0.0,0,Hotels & Lodging,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8064,2,43041.79,0.0,0,Unknown,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8067,1,9554.67,1.0,0,Transportation,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8070,3,28301.309999999998,0.3333333333333333,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8071,4,75347.67,0.0,0,Hotels & Lodging,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8072,1,14770.04,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8075,3,55960.009999999995,0.0,0,Unknown,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8076,2,42663.1,0.0,0,Hotels & Lodging,True,0.0,0.0,0.0,0.0,0.0,Banerjee Group,ACTIVE,MISSING,3.0,0.0,5,missing_settlement_account,LOW
MCH8077,3,51351.78,0.0,0,Unknown,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8079,2,47269.79,0.0,0,Transportation,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8083,4,46625.37,0.25,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8084,2,38980.34,0.5,0,Pharmacy,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8087,3,56618.05,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8088,1,7897.53,0.0,0,Hotels & Lodging,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8089,5,60969.39,0.2,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8090,2,27411.7,0.5,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8092,1,21708.1,0.0,0,Unknown,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8096,3,31790.59,0.0,0,Restaurants,True,0.0,0.0,0.0,0.0,0.0,Srinivas-Verma,ACTIVE,MISSING,1.0,0.0,5,missing_settlement_account,LOW
MCH8097,1,13055.99,0.0,0,Hotels & Lodging,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8103,2,27138.63,0.0,0,Transportation,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8105,1,738.98,0.0,0,Transportation,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8106,1,8665.62,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8108,1,13858.91,0.0,0,Unknown,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8111,1,7880.36,1.0,0,Restaurants,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8113,1,4696.33,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8116,3,21554.22,0.3333333333333333,0,Pharmacy,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8117,7,92152.05,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8118,1,3508.28,0.0,0,Unknown,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8121,4,72426.12,0.0,0,Unknown,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8124,1,3322.39,0.0,0,Hotels & Lodging,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8127,1,927.67,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8128,3,31288.36,0.3333333333333333,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8133,2,4466.63,0.0,0,Hotels & Lodging,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8134,4,76171.92,0.25,0,Unknown,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8141,4,82891.84,0.25,0,Pharmacy,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8143,1,20691.25,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8144,1,9317.95,0.0,0,Transportation,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8145,2,17270.52,0.0,0,Grocery,True,0.0,0.0,0.0,0.0,0.0,Dhi110n LLC,ACTIVE,MISSING,1.0,0.0,5,missing_settlement_account,LOW
MCH8149,3,27516.350000000002,0.0,0,Grocery,True,0.0,0.0,0.0,0.0,0.0,"Chandran, Mander and Parmar",ACTIVE,MISSING,1.0,0.0,5,missing_settlement_account,LOW
MCH8152,1,16121.0,0.0,0,Grocery,True,0.0,0.0,0.0,0.0,0.0,Chaudhari Plc,ACTIVE,MISSING,1.0,0.0,5,missing_settlement_account,LOW
MCH8153,2,13318.560000000001,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8155,4,65653.96,0.25,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8158,1,23450.32,0.0,0,Transportation,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8161,3,44008.21000000001,0.3333333333333333,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8167,2,11655.57,0.5,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8168,3,23150.72,0.3333333333333333,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8172,3,59605.66,0.0,0,Hotels & Lodging,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8175,1,24887.14,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8176,2,30103.24,0.0,0,Grocery,True,0.0,0.0,0.0,0.0,0.0,Bala Plc,ACTIVE,MISSING,1.0,0.0,5,missing_settlement_account,LOW
MCH8178,3,27940.449999999997,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8179,1,11599.88,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8182,1,24285.33,0.0,0,Transportation,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8184,1,119.3,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8189,4,46032.350000000006,0.0,0,Grocery,True,0.0,0.0,0.0,0.0,0.0,Bajaj-Sura,ACTIVE,MISSING,1.0,0.0,5,missing_settlement_account,LOW
MCH8190,2,17690.5,0.0,0,Hotels & Lodging,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8191,1,6446.89,0.0,0,Unknown,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8195,3,45232.65,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8196,1,15468.44,0.0,0,Transportation,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8197,2,23370.77,0.0,0,Pharmacy,True,0.0,0.0,0.0,0.0,0.0,Virk-Venkataraman,ACTIVE,MISSING,1.0,0.0,5,missing_settlement_account,LOW
MCH8199,2,30646.23,0.0,0,Pharmacy,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8200,2,34320.01,0.0,0,Hotels & Lodging,True,0.0,0.0,0.0,0.0,0.0,Rai-Bhargava,ACTIVE,MISSING,1.0,0.0,5,missing_settlement_account,LOW
MCH8201,1,9229.0,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8205,1,13264.96,1.0,0,Pharmacy,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8207,4,57788.97,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8208,4,37754.62,0.0,0,Pharmacy,True,0.0,0.0,0.0,0.0,0.0,Tak-Shankar,ACTIVE,MISSING,1.0,0.0,5,missing_settlement_account,LOW
MCH8213,3,36648.01,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8216,6,92984.01000000001,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8218,1,22431.42,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8219,1,2401.0,0.0,0,Grocery,True,0.0,0.0,0.0,0.0,0.0,Devi Group,ACTIVE,MISSING,1.0,0.0,5,missing_settlement_account,LOW
MCH8220,3,33103.4,0.0,0,Grocery,True,0.0,0.0,0.0,0.0,0.0,Sarkar Plc,ACTIVE,MISSING,1.0,0.0,5,missing_settlement_account,LOW
MCH8223,1,5759.51,1.0,0,Unknown,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8224,4,38689.69,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8228,2,41498.04,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8229,1,20258.38,0.0,0,Hotels & Lodging,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8230,1,22736.64,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8233,3,17437.21,0.0,0,Grocery,True,0.0,0.0,0.0,0.0,0.0,Patel Ltd,ACTIVE,MISSING,1.0,0.0,5,missing_settlement_account,LOW
MCH8234,1,5119.11,0.0,0,Unknown,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8237,2,33054.17,0.0,0,Restaurants,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8239,1,21164.9,0.0,0,Restaurants,True,0.0,0.0,0.0,0.0,0.0,"Brahmbhatt, 0ak and Dhar",ACTIVE,MISSING,1.0,0.0,5,missing_settlement_account,LOW
MCH8244,3,44522.93,0.0,0,Restaurants,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8245,1,11138.54,0.0,0,Pharmacy,True,0.0,0.0,0.0,0.0,0.0,"Dhillon, Saran and Kalita",ACTIVE,MISSING,2.0,0.0,5,missing_settlement_account,LOW
MCH8246,5,76735.29000000001,0.0,0,Unknown,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8248,3,43261.68,0.0,0,Pharmacy,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8250,3,33581.3,0.0,0,Pharmacy,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8251,2,22007.78,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8252,3,46301.5,0.0,0,Hotels & Lodging,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8256,5,72264.15,0.2,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8257,2,19299.35,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8258,2,24850.219999999998,0.5,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8259,6,99741.78,0.16666666666666666,0,Books & Stationery,True,0.0,0.0,0.0,0.0,0.0,Lall Group,ACTIVE,MISSING,1.0,0.0,5,missing_settlement_account,LOW
MCH8260,3,47287.6,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8265,3,66458.11,0.3333333333333333,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8273,5,51323.21,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8278,6,72179.78,0.5,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8280,1,13279.77,0.0,0,Unknown,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8282,5,63069.5,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8283,3,42186.84,0.0,0,Hotels & Lodging,True,0.0,0.0,0.0,0.0,0.0,Nagar Group,ACTIVE,MISSING,2.0,0.0,5,missing_settlement_account,LOW
MCH8284,1,293.73,0.0,0,Restaurants,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8285,1,5945.7,0.0,0,Restaurants,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8290,1,5851.18,0.0,0,Transportation,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8291,3,44960.83,0.0,0,Hotels & Lodging,True,0.0,0.0,0.0,0.0,0.0,Walia Inc,ACTIVE,MISSING,1.0,0.0,5,missing_settlement_account,LOW
MCH8293,4,66972.98999999999,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8294,2,30346.079999999998,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8298,2,10966.18,0.5,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8303,2,23317.36,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8311,1,16302.82,0.0,0,Hotels & Lodging,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8315,1,6384.63,0.0,0,Pharmacy,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8317,2,22317.16,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8318,2,26080.0,0.5,0,Hotels & Lodging,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8320,2,41073.82,0.0,0,Restaurants,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8321,2,35135.66,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8324,5,89029.59,0.0,0,Restaurants,True,0.0,0.0,0.0,0.0,0.0,Golla-Chaudhuri,ACTIVE,MISSING,1.0,0.0,5,missing_settlement_account,LOW
MCH8328,4,70378.4,0.25,0,Grocery,True,0.0,0.0,0.0,0.0,0.0,Raman-Dass,ACTIVE,MISSING,1.0,0.0,5,missing_settlement_account,LOW
MCH8332,3,49438.28,0.0,0,Hotels & Lodging,True,0.0,0.0,0.0,0.0,0.0,"Sethi, Buch and Sachdeva",ACTIVE,MISSING,1.0,0.0,5,missing_settlement_account,LOW
MCH8333,2,8370.77,0.5,0,Unknown,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8340,3,9437.0,0.0,0,Hotels & Lodging,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8341,1,17769.57,0.0,0,Restaurants,True,0.0,0.0,0.0,0.0,0.0,Tara-Ben,ACTIVE,MISSING,2.0,0.0,5,missing_settlement_account,LOW
MCH8342,1,19428.46,0.0,0,Pharmacy,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8344,2,39923.479999999996,0.5,0,Grocery,True,0.0,0.0,0.0,0.0,0.0,Purohit-Ravi,ACTIVE,MISSING,1.0,0.0,5,missing_settlement_account,LOW
MCH8347,4,58420.12,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8349,1,16357.67,0.0,0,Unknown,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8352,3,25315.88,0.0,0,Grocery,True,0.0,0.0,0.0,0.0,0.0,Tailor and Sons,ACTIVE,MISSING,1.0,0.0,5,missing_settlement_account,LOW
MCH8356,2,16343.619999999999,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8359,2,19259.7,0.5,0,Pharmacy,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8360,3,31497.700000000004,0.0,0,Pharmacy,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8362,3,53303.96,0.0,0,Hotels & Lodging,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH8363,1,12429.12,0.0,0,Restaurants,True,0.0,0.0,0.0,0.0,0.0,Salvi Group,ACTIVE,MISSING,1.0,0.0,5,missing_settlement_account,LOW
MCH8364,2,13369.429999999998,0.0,0,Pharmacy,True,0.0,0.0,0.0,0.0,0.0,Kata Plc,ACTIVE,MISSING,1.0,0.0,5,missing_settlement_account,LOW
MCH8367,1,3718.15,0.0,0,Unknown,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
